0 1047
0 6049
0 5289
0 2475
0 610
0 3724
0 2969
0 5922
0 1473
0 90
0 6156
0 1098
0 326
0 5380
0 853
0 369
0 3532
0 600
0 923
0 4948
0 1154
0 1344
0 8
0 1744
0 3127
0 1290
0 5259
0 1974
0 2835
0 4728
0 1044
0 5300
0 814
0 3141
0 2987
0 5403
0 5232
0 2208
0 2616
0 5634
0 2059
0 2876
0 3069
0 1878
0 1610
0 6094
0 5442
0 3591
0 210
0 3297
0 1018
0 5586
0 1782
0 890
0 4239
0 1879
0 6209
0 6087
0 5554
0 750
0 1417
0 4447
0 5389
0 3083
0 1248
0 2580
0 2095
0 410
0 4200
0 1070
0 4543
0 4653
0 1703
0 4991
0 312
0 436
0 3610
0 300
0 4070
1 1499
1 3867
1 3173
1 2941
1 5238
1 4883
1 4484
1 5783
1 3446
1 2868
1 1640
1 5248
1 6427
1 444
1 4966
1 5826
1 572
1 5047
1 6449
1 3295
1 5890
1 5408
1 1900
1 2089
1 3834
1 5860
1 6078
1 5547
1 4948
1 905
1 369
1 5497
1 5651
1 1965
1 5063
1 4204
1 830
1 6214
1 2019
1 5164
1 3316
1 5816
1 5988
1 1481
1 1387
1 2396
1 3139
1 3401
1 154
1 1307
1 6190
1 203
1 6188
1 2234
1 2032
1 161
1 5953
1 6192
1 4726
1 1967
1 6389
1 458
1 5573
1 6432
1 115
1 6453
1 6338
1 638
1 2869
1 4265
1 1435
1 5310
1 698
1 122
1 1966
1 1136
1 3042
1 3373
1 341
1 232
1 6387
1 3234
1 5750
1 2185
1 5976
1 5093
1 5781
1 6460
1 5441
1 3702
1 1172
1 2579
1 4785
1 266
1 3009
1 6168
1 39
1 4130
1 4583
1 4638
1 901
1 5213
1 2983
1 5019
1 5514
2 5034
2 2162
2 4069
2 3403
2 4523
2 2967
2 4212
2 78
2 4992
2 3769
2 2105
2 5335
2 6416
2 6330
2 2531
2 4678
2 5538
2 2250
2 5331
2 1590
2 5528
2 5699
2 3892
2 5202
2 5941
2 4046
2 5999
2 2938
2 4858
2 951
2 2079
2 2384
2 5321
2 5200
2 2038
2 3604
2 2724
2 3940
2 3725
2 6242
2 4647
2 5077
2 1133
2 1203
2 2151
2 3567
2 1307
2 516
2 1403
2 1929
2 5115
2 4622
2 549
2 77
2 4531
2 1300
2 1998
2 621
2 1736
2 4813
2 5497
2 4231
2 4421
2 4117
2 55
2 5952
2 2977
2 6113
2 4150
2 2478
2 4977
2 1908
2 3791
2 3556
2 3149
2 6183
2 1531
2 2696
2 3538
2 216
2 1780
2 3376
2 4714
2 5825
2 366
2 5936
2 2152
2 1646
2 1453
2 1132
2 5635
2 6008
2 5165
2 1480
2 739
2 6005
2 5464
2 4893
2 631
2 3494
2 2073
2 533
3 5181
3 893
3 3870
3 2771
3 3758
3 520
3 6171
3 1092
3 5702
3 5964
3 210
3 4233
3 6421
3 2151
3 4251
3 5815
3 3251
3 4023
3 2323
3 5694
3 3829
3 5562
3 3236
3 4783
3 5723
3 5478
3 4074
3 2469
3 800
3 2987
3 2557
3 4262
3 501
3 2064
3 3675
3 3902
3 4608
3 5633
3 6415
3 562
3 5764
3 719
3 4983
3 5553
3 2104
3 155
3 1842
3 3116
3 1287
3 166
3 4305
3 5138
3 3744
3 4666
3 582
3 4310
3 5566
3 4199
3 4153
3 6395
3 5621
3 4343
3 19
3 5087
3 3144
3 3611
3 3904
3 3250
3 3865
3 3114
3 1668
3 4301
3 6028
3 4035
3 2070
3 6112
3 1118
3 1391
3 221
3 6299
3 5806
3 676
3 267
3 1058
3 4791
3 1139
3 4892
3 2298
4 123
4 99
4 1350
4 3807
4 1108
4 2205
4 6106
4 523
4 2249
4 6262
4 2539
4 420
4 5866
4 5590
4 356
4 871
4 370
4 5984
4 4729
4 4350
4 5702
4 536
4 2418
4 1360
4 3896
4 1476
4 5163
4 2659
4 4165
4 4912
4 2844
4 2651
4 3933
4 3472
4 2403
4 4321
4 5691
4 978
4 5655
4 4234
4 455
4 3666
4 2266
4 4872
4 3059
4 15
4 307
4 2913
4 49
4 4095
4 3667
4 2028
4 1929
4 1031
4 34
4 2761
4 6064
4 3674
4 4430
4 4251
4 2485
4 138
4 3217
4 822
4 4622
4 3609
4 4402
4 161
4 6097
4 3753
4 3677
4 5121
4 4451
4 933
4 4839
4 4471
4 2003
4 3801
4 5352
4 4646
4 2601
4 2648
4 6180
4 5539
5 1285
5 685
5 2978
5 27
5 549
5 1588
5 3781
5 2113
5 1305
5 4506
5 71
5 1605
5 2243
5 4735
5 313
5 1846
5 4538
5 411
5 4714
5 2880
5 1589
5 5355
5 4341
5 412
5 4357
5 3082
5 2534
5 225
5 784
5 2369
5 6118
5 457
5 24
5 550
5 755
5 5917
5 858
5 823
5 4514
5 187
5 2275
5 1129
5 5831
5 3439
5 4576
5 2478
5 1947
5 6063
5 1613
5 5053
5 4713
5 3493
5 2193
5 3960
5 1837
5 4824
5 938
5 6284
5 4710
5 6144
5 6202
5 1253
5 4770
5 5533
5 4569
5 1645
5 6407
5 1022
5 690
5 6454
5 3218
5 1632
5 4705
5 2526
5 4792
5 2646
5 6025
5 5669
5 4984
5 6374
6 2189
6 462
6 592
6 5878
6 1328
6 1788
6 2841
6 3840
6 3872
6 4489
6 5212
6 3387
6 5753
6 366
6 6249
6 3182
6 6422
6 94
6 2953
6 6052
6 1911
6 141
6 4913
6 4219
6 3800
6 112
6 2884
6 3674
6 2339
6 732
6 1823
6 4264
6 3257
6 4875
6 5686
6 6146
6 915
6 5855
6 399
6 4207
6 5034
6 3629
6 4579
6 5203
6 2853
6 996
6 3720
6 5204
6 2411
6 589
6 2764
6 1818
6 1658
6 390
6 3834
6 3901
6 3304
6 264
6 108
6 3282
6 4016
6 4588
6 2028
6 1645
6 2980
6 6260
6 4052
6 1721
6 220
6 1827
6 6287
6 5119
6 2071
6 1959
6 4556
6 3389
6 2817
6 3484
6 159
6 2596
6 3141
6 1734
6 1756
6 5309
6 6461
6 5202
6 883
6 2251
6 2605
6 3382
6 2005
7 902
7 6242
7 1843
7 3013
7 3503
7 6195
7 4114
7 3554
7 1671
7 2321
7 610
7 3130
7 4048
7 1368
7 209
7 4525
7 5872
7 3159
7 2503
7 167
7 211
7 2401
7 1681
7 1172
7 1994
7 6367
7 3561
7 921
7 624
7 5794
7 5159
7 6285
7 4596
7 5229
7 442
7 2747
7 3566
7 3495
7 5810
7 2449
7 2300
7 5549
7 3447
7 2460
7 6184
7 4897
7 5183
7 1569
7 5369
7 5014
7 5651
7 2706
7 4263
7 5447
7 1524
7 4943
7 2758
7 1515
7 4848
7 1042
7 4640
7 3116
7 5463
7 405
7 422
7 513
7 2864
7 4845
7 2708
7 2398
7 5114
7 6397
7 4898
7 4615
7 3023
7 889
7 1749
7 5741
7 3741
7 6194
7 4387
7 653
7 3911
7 3464
7 1817
7 2200
8 1122
8 4409
8 1918
8 1139
8 2206
8 141
8 3199
8 3337
8 5412
8 3832
8 877
8 1777
8 4194
8 5243
8 2300
8 5237
8 2689
8 3518
8 3227
8 6269
8 5128
8 824
8 5620
8 3501
8 4442
8 2860
8 5203
8 987
8 4156
8 4929
8 6215
8 4314
8 3785
8 885
8 1202
8 4114
8 5487
8 5898
8 3756
8 1200
8 1071
8 4435
8 4854
8 5099
8 3358
8 4096
8 5040
8 6137
8 5437
8 1290
8 5562
8 4701
8 5175
8 2918
8 4749
8 2737
8 6022
8 6163
8 2124
8 4237
8 1481
8 600
8 1936
8 3859
8 6182
8 3454
8 3597
8 1888
8 5163
8 6051
8 5024
8 3605
8 1790
9 4367
9 5756
9 2264
9 3097
9 2530
9 4019
9 5851
9 6084
9 2557
9 63
9 1302
9 976
9 1126
9 657
9 4069
9 582
9 4741
9 4520
9 1788
9 5560
9 5024
9 3323
9 371
9 6172
9 801
9 5012
9 2485
9 5695
9 4018
9 2131
9 4720
9 5658
9 595
9 5498
9 6189
9 4585
9 5269
9 5471
9 2190
9 1473
9 4785
9 2653
9 2777
9 5285
9 5311
9 1892
9 2017
9 5845
9 2963
9 6378
9 3243
9 968
9 5984
9 4036
9 697
9 3061
9 1751
9 6333
9 3603
9 6058
9 584
9 3324
9 3607
9 6395
9 2626
9 143
9 203
9 574
9 940
9 839
9 5478
9 476
9 2838
9 3621
9 2289
9 2352
9 3999
9 4200
9 2488
9 2252
9 406
9 3363
9 4703
9 6319
10 5328
10 6108
10 1482
10 428
10 3269
10 245
10 835
10 623
10 5451
10 964
10 174
10 3106
10 4567
10 426
10 5294
10 3425
10 4511
10 5036
10 6471
10 956
10 4123
10 4872
10 2535
10 5360
10 4859
10 5166
10 4815
10 3196
10 4268
10 1743
10 2802
10 1476
10 68
10 1524
10 5482
10 4072
10 4433
10 443
10 342
10 395
10 6050
10 4409
10 5995
10 2135
10 2157
10 814
10 2459
10 907
10 5040
10 3942
10 3502
10 4465
10 4388
10 1952
10 3154
10 363
10 4603
10 169
10 5264
10 2591
10 3018
10 4094
10 1978
10 6102
10 3439
10 1449
10 2708
10 4449
10 4665
10 3668
10 945
10 6136
10 4260
10 127
10 4542
10 6389
10 5155
10 6444
10 991
10 653
10 1412
11 2309
11 1611
11 1226
11 4203
11 20
11 3055
11 213
11 2430
11 1284
11 4050
11 3593
11 2447
11 3732
11 3577
11 1260
11 1169
11 1358
11 4616
11 5926
11 3137
11 2442
11 2472
11 1592
11 1790
11 3064
11 2297
11 4334
11 5814
11 4913
11 2342
11 1925
11 1238
11 4665
11 1315
11 251
11 5525
11 1635
11 3089
11 460
11 1321
11 204
11 2744
11 2530
11 3500
11 2368
11 5118
11 4058
11 4536
11 300
11 2545
11 2751
11 2247
11 1009
11 5332
11 3623
11 4809
11 4418
11 2557
11 2013
11 5430
11 6310
11 4560
11 2217
11 6381
11 3489
11 749
11 4933
11 2280
11 3467
11 193
11 2841
11 5044
11 6108
11 1987
11 4209
11 5066
11 2862
11 3367
11 4087
11 6085
11 1866
12 3698
12 3483
12 4818
12 2272
12 5636
12 1056
12 5713
12 290
12 309
12 4736
12 2918
12 2575
12 5968
12 3848
12 1947
12 1786
12 5860
12 2931
12 5639
12 5833
12 5551
12 1626
12 640
12 1570
12 6278
12 1270
12 3525
12 3703
12 5351
12 5735
12 1278
